bias,Log Density,Log Commute Time,Log Household Size,Share Male,Share Hispanic,Share Black,Share Asian,Share 20-40,Share 40-60,Share $>$60,Log Mean Income,Share Pub. Trans.,Uninsured
1.0,10.2808275,3.8088822,1.1631508,0.457922419460881,0.5587609,0.2915123,0.035909418,0.0026695705,0.002748329,0.0021838702,11.22207838917529,0.46449359720605354,0.08793693
1.0,9.252758,3.8088822,0.89199805,0.47882401315789475,0.5587609,0.2915123,0.035909418,0.002828262,0.0028618423,0.0023787008,11.180678290191572,0.4922702547953049,0.08546891
1.0,9.043081,3.7977338,0.7839016,0.46424682395644284,0.5587609,0.2915123,0.035909418,0.0024559891,0.0022481852,0.0031166063,11.584846046528515,0.44223436050705967,0.047158983
1.0,11.102081,3.8066626,1.137833,0.4876240496779061,0.5587609,0.2915123,0.035909418,0.0030891998,0.0023128374,0.0016024896,10.676508195679236,0.6649053110656844,0.1504345
1.0,10.219557,3.8110971,1.0919234,0.44764996561705395,0.5587609,0.2915123,0.035909418,0.002867058,0.0025377814,0.0019260846,10.935781960166588,0.5080361847883366,0.06881088
1.0,9.601192,3.6532524,1.0402768,0.46874793742987264,0.28113464,0.17356813,0.24963786,0.0027813346,0.0026064285,0.0028037755,11.588329739418105,0.2206618464961068,0.04015726
1.0,9.134344,3.5779479,0.81536484,0.5105365312629974,0.28113464,0.17356813,0.24963786,0.004151879,0.0025055455,0.0014435741,11.470842258790135,0.7622303352140724,0.08777473
1.0,10.673943,3.6712246,0.896088,0.49334361194295373,0.28113464,0.17356813,0.24963786,0.0045023276,0.0022468646,0.0015500934,11.320650537318485,0.7153370937416063,0.12394223
1.0,10.893059,3.6506581,0.85441536,0.5008675991166264,0.28113464,0.17356813,0.24963786,0.0047239456,0.002298086,0.0015574719,11.308505527654122,0.7231740704760222,0.12932485
1.0,11.128586,3.6454499,0.8109302,0.49434402332361516,0.28113464,0.17356813,0.24963786,0.0036862972,0.0027747327,0.0019354713,11.294595310651548,0.7117225681194349,0.14674442
1.0,10.023911,3.6913764,0.896088,0.5030036472859901,0.28113464,0.17356813,0.24963786,0.0043298113,0.0024487772,0.001682847,11.394761106619587,0.6447964858170943,0.09057728
1.0,10.699733,3.6480575,0.8458683,0.49360524544389317,0.28113464,0.17356813,0.24963786,0.0043536685,0.0023026103,0.0017523872,11.271847041019651,0.7135530137981119,0.10600205
1.0,10.586486,3.4843123,0.7371641,0.48471093737380266,0.19292745,0.30562526,0.11832701,0.0041150437,0.002421051,0.0015860888,12.079312561477552,0.6859494380365202,0.06303326
1.0,10.488284,3.8199077,0.9932518,0.4351419284370106,0.19292745,0.30562526,0.11832701,0.0026722287,0.00264183,0.0023134928,11.053758902024423,0.6052015064796418,0.0967673
1.0,10.831064,3.7352858,1.1939225,0.4994254022184471,0.19292745,0.30562526,0.11832701,0.0026968622,0.0023244978,0.0019606275,11.149369759939274,0.531014711904987,0.084263414
1.0,10.728075,3.6189933,0.9858168,0.46079560556392307,0.19292745,0.30562526,0.11832701,0.0038094711,0.0019965447,0.0011369274,11.276987918419078,0.6117005743210358,0.07037771
1.0,10.967978,3.634951,1.0508217,0.4888055875215058,0.19292745,0.30562526,0.11832701,0.0037892375,0.0018171978,0.0013901581,10.967853402475647,0.6804791284531154,0.098445244
1.0,10.462949,3.854394,1.0188473,0.4458306329660834,0.19292745,0.30562526,0.11832701,0.0030720457,0.0025925688,0.0016057465,10.861380774264797,0.6763824570961591,0.08902177
1.0,10.192217,3.763523,1.1442229,0.4743355691159413,0.19292745,0.30562526,0.11832701,0.0031077715,0.0025333602,0.0013529679,10.917050175164489,0.6747018717601696,0.08446011
1.0,10.421382,3.8022082,0.84156716,0.47402501839587935,0.19292745,0.30562526,0.11832701,0.0029386315,0.002718175,0.002353201,11.463682698391777,0.5812342007434944,0.07419045
1.0,10.617721,3.7909846,1.1249295,0.4511074389748942,0.19292745,0.30562526,0.11832701,0.0026365456,0.0025472546,0.001831043,11.349453139958879,0.5605187319884726,0.07169795
1.0,10.594332,3.468856,0.9593502,0.4953525009846396,0.19292745,0.30562526,0.11832701,0.004417684,0.0017001772,0.0012533478,11.519960659851225,0.627808961102905,0.07598508
1.0,10.951822,3.881564,0.88789123,0.42770218879405053,0.19292745,0.30562526,0.11832701,0.002941773,0.0026919872,0.0016734073,10.652187692216323,0.6842380139967271,0.09701093
1.0,10.959904,3.7352858,0.97455966,0.4557388388493752,0.19292745,0.30562526,0.11832701,0.0032583494,0.0025618393,0.001615867,10.947256392821705,0.6570946539664687,0.115332305
1.0,10.605592,3.8836236,1.0715836,0.4894519690718369,0.19292745,0.30562526,0.11832701,0.002879522,0.0027235025,0.0022132304,11.206386717668142,0.5985151342090235,0.11469649
1.0,10.370452,3.6686769,0.89199805,0.4821798211645427,0.19292745,0.30562526,0.11832701,0.0038366541,0.0025995916,0.0014218123,12.000854961499284,0.6782963298595378,0.05049379
1.0,10.971604,3.7208624,0.87129337,0.47618881727921963,0.19292745,0.30562526,0.11832701,0.004298032,0.002398711,0.0015866574,11.287592017582982,0.7259118565495928,0.105305426
1.0,10.842527,3.586293,0.83724755,0.4684657444503238,0.19292745,0.30562526,0.11832701,0.004252778,0.0024078414,0.0015334997,11.902227315235974,0.7164848974462547,0.056120362
1.0,10.8705225,3.7208624,1.1151416,0.4999350311850312,0.19292745,0.30562526,0.11832701,0.00308394,0.0023282224,0.0015878378,11.377575276481679,0.6081085091858843,0.096365936
1.0,11.106601,3.6270041,1.3029127,0.5024420349226955,0.19292745,0.30562526,0.11832701,0.0028013706,0.0018823354,0.0015669458,10.940827092732425,0.4283075639765246,0.078324966
1.0,10.947035,3.788725,1.2470323,0.5082360674023025,0.19292745,0.30562526,0.11832701,0.003384257,0.0025438196,0.0014561008,11.027670117315768,0.6179019358862973,0.18191075
1.0,11.011375,3.7681527,1.0296195,0.4804462004353175,0.19292745,0.30562526,0.11832701,0.0038641524,0.0023107314,0.0014102868,11.1029702915892,0.7063376874697629,0.13127908
1.0,9.97743,3.6480575,0.74193734,0.48068937440629667,0.19292745,0.30562526,0.11832701,0.0049263127,0.002339259,0.0015502782,11.46777118296312,0.6671170778484875,0.1107613
1.0,10.517421,3.7999735,1.0750024,0.4888133077731742,0.19292745,0.30562526,0.11832701,0.0027780596,0.0024060355,0.0021419825,11.175226476196194,0.5516741206333857,0.09032186
1.0,10.204784,3.8329797,0.86288995,0.44284324993369284,0.19292745,0.30562526,0.11832701,0.0022606312,0.002267041,0.0032945806,10.879838040837946,0.583790057386034,0.071802124
1.0,11.119059,3.7352858,0.9282193,0.4539556616299982,0.19292745,0.30562526,0.11832701,0.0037006908,0.0023038136,0.0018920281,11.214222889234982,0.7191678058213583,0.10636616
1.0,11.241604,3.8066626,1.0188473,0.4464785299995126,0.19292745,0.30562526,0.11832701,0.0033349905,0.0023903104,0.0017168202,11.10403951243997,0.7359106997005173,0.12853013
1.0,10.352456,3.7681527,1.0851892,0.4801683230369774,0.19292745,0.30562526,0.11832701,0.0026349716,0.0026916019,0.0023710718,11.39838965137695,0.47203714920250356,0.060102906
1.0,10.510946,3.824284,1.011601,0.4789684760305913,0.19292745,0.30562526,0.11832701,0.0026065568,0.002627425,0.0024440403,11.2885811930795,0.5234915462485643,0.06869107
1.0,10.764751,3.6661224,1.068153,0.4848709795362133,0.19292745,0.30562526,0.11832701,0.002749593,0.002205923,0.0020346346,11.211698743168176,0.4998592976136875,0.09896447
1.0,10.077441,3.6054978,0.88376755,0.4729299363057325,0.19292745,0.30562526,0.11832701,0.0033548302,0.0027473462,0.0015053079,11.885385171464408,0.6346850293292527,0.051831212
1.0,10.040803,3.7256935,1.1184149,0.5313879690949227,0.19292745,0.30562526,0.11832701,0.003896937,0.0025569124,0.0011906732,11.189312196300184,0.7023344870756315,0.1637004
1.0,10.852509,3.777348,0.9516579,0.45708303326131605,0.19292745,0.30562526,0.11832701,0.003211971,0.0025203384,0.0015718439,10.930729144931322,0.7016528661402218,0.09904034
1.0,9.342762,3.8329797,1.1184149,0.47472401551037946,0.19292745,0.30562526,0.11832701,0.002458129,0.0027726337,0.0023040483,11.50795312334367,0.4318181818181818,0.06684889
1.0,10.341752,3.8199077,0.87962675,0.4727755478547032,0.19292745,0.30562526,0.11832701,0.002437112,0.0026282065,0.002932612,11.212630854467603,0.4942125972944251,0.09596886
1.0,10.200621,3.9039907,1.10194,0.4350859062136675,0.19292745,0.30562526,0.11832701,0.0027803006,0.0028324705,0.0019415102,11.26721672399587,0.5425829006433462,0.082998745
1.0,10.922349,3.6584203,1.1085626,0.5118599361608593,0.19292745,0.30562526,0.11832701,0.004561058,0.0021514173,0.00093388633,11.125275716732066,0.7123136388735505,0.22477494
1.0,10.757777,3.6609943,0.79299253,0.4661359615870609,0.19292745,0.30562526,0.11832701,0.0041866135,0.0024098342,0.0017832774,11.588867468545386,0.7178350708533616,0.07211293
1.0,10.009122,4.016383,0.65752,0.39974828915283567,0.19292745,0.30562526,0.11832701,0.002211909,0.0023770942,0.003492488,10.50608072475522,0.6282256222881937,0.04310141
1.0,10.152603,3.708682,1.011601,0.4621130528436925,0.28113464,0.17356813,0.24963786,0.002753014,0.0031311885,0.002439287,11.06074603663697,0.4062512043781555,0.21883573
1.0,10.78515,3.6863763,1.0952734,0.4746169622391121,0.28113464,0.17356813,0.24963786,0.0028512487,0.003,0.0023265774,10.932446037063697,0.4331071458490408,0.2238082
1.0,9.625485,3.6913764,1.160021,0.4851468694170925,0.28113464,0.17356813,0.24963786,0.002845569,0.002794466,0.001998006,11.240132005012198,0.31171319102353584,0.14963382
1.0,9.580952,3.723281,1.0260416,0.47515280361413764,0.28113464,0.17356813,0.24963786,0.0021902255,0.002819559,0.0028024062,11.514264567971457,0.25980603448275863,0.0743107
1.0,9.8681345,3.7352858,1.0577903,0.4890013257934468,0.28113464,0.17356813,0.24963786,0.0026794556,0.0029987285,0.0024892448,11.387554967186363,0.39156488985275656,0.13940707
1.0,9.545011,3.7612002,0.84156716,0.4681811189169786,0.28113464,0.17356813,0.24963786,0.0020619454,0.0028444696,0.0033090608,11.537198477345619,0.27956624872924435,0.045689963
1.0,9.745529,3.69883,1.011601,0.4901623555310952,0.28113464,0.17356813,0.24963786,0.0027971931,0.0028202394,0.002357595,11.509469499996838,0.3171152518978606,0.087349504
1.0,8.85288,3.7471483,0.9321641,0.4565959984818088,0.28113464,0.17356813,0.24963786,0.002159627,0.0027153932,0.0032950172,11.485831721972112,0.25719746744713895,0.056919888
1.0,9.080095,3.749504,1.0402768,0.4857874174861916,0.28113464,0.17356813,0.24963786,0.0020934932,0.003125421,0.002577125,11.766148071520437,0.36607142857142855,0.055503167
1.0,9.557703,3.8155122,0.9820785,0.48538386512470394,0.28113464,0.17356813,0.24963786,0.0022822907,0.0029976314,0.0026211508,11.453897068507986,0.34467172741496205,0.08359815
1.0,9.750086,3.8155122,1.068153,0.4743114232415231,0.28113464,0.17356813,0.24963786,0.0026125314,0.0029825524,0.0021942281,11.323579293239309,0.3731067961165049,0.09129815
1.0,9.393478,3.744787,1.1537316,0.4798714006150405,0.28113464,0.17356813,0.24963786,0.0027474142,0.0026334918,0.0024643557,11.457782665473019,0.39168138750602216,0.048129853
1.0,9.693371,3.7376697,1.0647107,0.48020507632885784,0.28113464,0.17356813,0.24963786,0.002821179,0.0022659556,0.0022142266,11.26551483551302,0.4064533622559653,0.07033822
1.0,10.630241,3.7819142,1.3937664,0.5276195626575488,0.28113464,0.17356813,0.24963786,0.0034607097,0.0023567996,0.0012847261,11.019153595770065,0.6519391634980989,0.26324725
1.0,10.527759,3.7864597,1.22083,0.4946282652377763,0.28113464,0.17356813,0.24963786,0.0029896852,0.0027043535,0.0019134629,11.14112237985304,0.5610552763819096,0.17627624
1.0,10.146328,3.6635616,1.1442229,0.6043386901062476,0.28113464,0.17356813,0.24963786,0.0034768712,0.002934387,0.0016369233,11.350253582599288,0.5302779616148247,0.09069529
1.0,11.358645,3.7160082,0.97832614,0.494603253600423,0.28113464,0.17356813,0.24963786,0.0030777007,0.0028867149,0.0020412765,11.153317652946859,0.6750604289691888,0.17022307
1.0,11.096447,3.749504,1.1568812,0.501748777931149,0.28113464,0.17356813,0.24963786,0.0031520554,0.0028463048,0.0019348646,11.087068856214001,0.702171487425972,0.18448077
1.0,10.708375,3.7471483,0.81536484,0.4624023886081764,0.28113464,0.17356813,0.24963786,0.0028663299,0.0027397797,0.0027597612,11.261626750851569,0.5908056651961923,0.08249483
1.0,10.467978,3.7612002,0.8020016,0.4616038498978571,0.28113464,0.17356813,0.24963786,0.002618424,0.0028649385,0.002487489,11.526256214378872,0.6196958446772819,0.049522705
1.0,10.460944,3.6270041,1.043804,0.5144054946035144,0.28113464,0.17356813,0.24963786,0.0033179468,0.0029347292,0.0018509723,11.148707860840329,0.6719812324869127,0.16589887
1.0,9.377616,3.7281,1.0367368,0.4888126325186921,0.28113464,0.17356813,0.24963786,0.0029036938,0.0028258564,0.0019495592,11.373513961184294,0.4660610215975317,0.11347319
1.0,9.753879,3.7305012,1.011601,0.46543545464236225,0.28113464,0.17356813,0.24963786,0.0025311802,0.0029591727,0.00245816,11.467792106529332,0.40994340250804573,0.06990014
1.0,10.220944,3.693867,1.1118575,0.49566595996172536,0.28113464,0.17356813,0.24963786,0.0033464981,0.0026961106,0.0015453387,11.267523523440925,0.5996930505905033,0.14001766
1.0,9.705402,3.852273,1.1939225,0.45572786393196596,0.28113464,0.17356813,0.24963786,0.002482241,0.0030085042,0.0025302651,11.52861178876435,0.3642438573044104,0.075559564
1.0,10.038521,3.908015,1.2641268,0.4567764530167641,0.28113464,0.17356813,0.24963786,0.0026266319,0.0029477507,0.0019921202,11.40027175181826,0.43538714642042137,0.0835528
1.0,9.496053,3.9415817,1.258461,0.46320083925865485,0.28113464,0.17356813,0.24963786,0.0026061311,0.002788437,0.0021258888,11.485050544204174,0.39640458516386406,0.07208725
1.0,9.396413,3.7111301,1.0224509,0.4804643358559052,0.28113464,0.17356813,0.24963786,0.0022124439,0.0027462933,0.0029466152,11.477950924054323,0.2764011568826702,0.055046503
1.0,10.418617,3.7565382,0.85015094,0.4735175879396985,0.28113464,0.17356813,0.24963786,0.003040201,0.002536181,0.002237186,11.352474982994442,0.5512962776152527,0.065778896
1.0,10.571778,3.8649313,1.3376292,0.48659629266877064,0.28113464,0.17356813,0.24963786,0.003003954,0.0028581275,0.0015039721,11.245464233004894,0.5475799835931091,0.11753602
1.0,10.247052,3.8155122,1.2781522,0.4865073245952197,0.28113464,0.17356813,0.24963786,0.0028064763,0.0030020047,0.0017245953,11.362497845943095,0.4832542372881356,0.10092224
1.0,10.021471,3.7819142,1.2697605,0.503883668220134,0.28113464,0.17356813,0.24963786,0.0030824868,0.0027068532,0.0015351314,11.318126386665162,0.5296526959546654,0.14851181
1.0,10.66503,3.8501475,1.4134231,0.502271339135746,0.28113464,0.17356813,0.24963786,0.0031548708,0.0029256374,0.0016286838,11.315961225439322,0.5193709396292189,0.1312524
1.0,10.091605,3.875359,1.3164083,0.48870353874807676,0.28113464,0.17356813,0.24963786,0.0028810024,0.0030360757,0.0017185601,11.35343723238514,0.4191840277777778,0.10453202
1.0,10.409865,3.8394523,1.2919837,0.49643078476828795,0.28113464,0.17356813,0.24963786,0.0029914845,0.0029244612,0.0016921065,11.346185876302558,0.600772237582229,0.13812739
1.0,10.030917,3.8437443,1.178655,0.49162218039312494,0.28113464,0.17356813,0.24963786,0.0028419786,0.002860493,0.0021171353,11.350241816024598,0.4680180458562512,0.09485882
1.0,9.570962,3.7977338,1.1908876,0.4939998110176698,0.28113464,0.17356813,0.24963786,0.0027865446,0.002745441,0.0020731362,11.512915464920228,0.2833429284206486,0.071950294
1.0,9.607975,3.8110971,1.1216775,0.48775673064807423,0.28113464,0.17356813,0.24963786,0.0025742366,0.0028947038,0.0024398337,11.479565146111982,0.3926094890510949,0.08326534
