bias,Log Density,Log Commute Time,Log Household Size,Share Male,Share Hispanic,Share Black,Share Asian,Share 20-40,Share 40-60,Share >60,log_mean_income,share_public_trans,uninsured,Essential - Pro,Nonessential - Pro,Science,Legal,Health Practice,Health Other,Firefighters,Law Enforcement,Essential - Service,Nonessential - Service,Industrial,Essential - Tech,Transportation
1.0,11.791282,3.314186,0.6729445,0.4564817249539837,0.25983208,0.1254897,0.119046666,0.0029305809,0.0023244808,0.002961697,12.308764603753719,0.5279648830697041,0.0331423,0.30002788,0.3880212,0.016176265,0.04685539,0.04922605,0.034932368,0.00020917585,0.0006972528,0.017361596,0.024613025,0.018965276,0.004462418,0.02217264
1.0,11.795676,3.5292974,0.67803353,0.42103501585834274,0.25983208,0.1254897,0.119046666,0.0035546594,0.002490796,0.002347991,12.154131773088157,0.6554689816936723,0.03040945,0.27567095,0.35223335,0.020000923,0.059078943,0.08499238,0.00794494,0.002171001,0.0018014689,0.023141947,0.017391104,0.010046653,0.0066515775,0.008245184
1.0,11.061499,3.4468079,0.7275486,0.5027494908350305,0.25983208,0.1254897,0.119046666,0.0033635437,0.0032647657,0.0013126273,12.302568485797615,0.4977118510336121,0.04857434,0.3495432,0.3287421,0.012649332,0.09683767,0.049472943,0.009978917,0.0036542516,0.00829234,0.011103303,0.0066057625,0.0018271258,0.0113844,0.004075896
1.0,9.2817955,3.7841897,0.94000727,0.48041874730678563,0.18191177,0.0936588,0.08369848,0.0026123545,0.0027454311,0.0020181998,11.298617762318418,0.42319014719134873,0.07316883,0.08504199,0.24657638,0.003934327,0.014299765,0.032042067,0.03915412,0.024854355,0.013694485,0.054172657,0.03503064,0.052962095,0.011727321,0.024778694
1.0,9.622887,3.7305012,1.0784096,0.5110847402772534,0.18191177,0.0936588,0.08369848,0.0030902422,0.0027266843,0.0015604942,11.230124792409931,0.31695394906097246,0.113792546,0.07207481,0.1951646,0.0019767354,0.005702121,0.035733294,0.035201095,0.021516005,0.017790617,0.05808561,0.014293317,0.08636813,0.019387212,0.03634152
1.0,8.947871,3.881564,1.1314021,0.48395597581770267,0.18191177,0.0936588,0.08369848,0.0028115797,0.002674779,0.0013726554,11.168997503377634,0.39830764581444544,0.08676083,0.05739665,0.19633299,0.0002277645,0.0053524654,0.028983032,0.039972667,0.013551988,0.021694567,0.066678055,0.03245644,0.065083705,0.013779752,0.028926091
1.0,9.285772,3.7977338,1.0331845,0.4851017094833349,0.18191177,0.0936588,0.08369848,0.002666412,0.0026738134,0.002171951,11.406108333406802,0.39647679202642405,0.09361349,0.07864291,0.22265597,0.0020583435,0.011995174,0.045212578,0.054900985,0.017318476,0.009227057,0.05163603,0.025906736,0.06934488,0.008126908,0.025977714
1.0,9.179675,3.7471483,1.0367368,0.47871711847982795,0.18191177,0.0936588,0.08369848,0.0027692562,0.0027791827,0.0021356149,11.386761154348415,0.35192381369383174,0.069055356,0.10275319,0.24206349,0.0020719203,0.00765557,0.03680292,0.040700942,0.007866274,0.011061947,0.057135835,0.032483496,0.068268016,0.018190756,0.027145667
1.0,8.893888,3.788725,0.9895412,0.4687991706928787,0.18191177,0.0936588,0.08369848,0.0023929582,0.0029631068,0.0024355343,11.482404399902276,0.2921054779982039,0.03664296,0.10452009,0.27781808,0.0033482143,0.010714286,0.0327846,0.038225446,0.015401785,0.012109375,0.05438058,0.025641741,0.063950896,0.019252231,0.0343471
1.0,8.938742,3.8066626,1.0986123,0.4935600206079341,0.18191177,0.0936588,0.08369848,0.00245814,0.003181994,0.0014412674,11.64035955677858,0.20639975735517138,0.057844844,0.08438299,0.2963349,0.0037882375,0.01212236,0.035041198,0.018278247,0.01164883,0.014868832,0.026138838,0.012690595,0.0829624,0.009470594,0.021119425
1.0,9.620441,3.8480177,1.0331845,0.4832134292565947,0.18191177,0.0936588,0.08369848,0.0024223954,0.0031005195,0.0023491206,11.558032664868993,0.270961291244108,0.04534853,0.1113327,0.28478834,0.0025926111,0.008027122,0.046667,0.03046318,0.018048562,0.026923269,0.04522112,0.015505808,0.0637184,0.013361919,0.03829087
1.0,8.504635,3.7999735,1.0715836,0.5078728461081402,0.18191177,0.0936588,0.08369848,0.0025460487,0.0031218063,0.0019417707,11.680979049966478,0.23867725524258593,0.038002916,0.10662309,0.32366014,0.0045751636,0.0108061,0.036862746,0.032766886,0.012636165,0.025098039,0.0275817,0.018562092,0.06400871,0.026143791,0.026318083
1.0,9.530081,3.6635616,1.054312,0.4902986333727012,0.18191177,0.0936588,0.08369848,0.0025750801,0.0027602497,0.0018348236,11.379359786043652,0.2773357813137495,0.10505656,0.08097857,0.22207472,0.00259182,0.008344396,0.030090397,0.039572667,0.022631014,0.02433782,0.053985715,0.015487704,0.070232,0.020797774,0.036222264
1.0,8.963506,3.8372993,1.054312,0.48023191064234005,0.18191177,0.0936588,0.08369848,0.0023818337,0.002858921,0.0023950997,11.59695406456568,0.22332178200135758,0.027124863,0.12192408,0.30709895,0.0040970133,0.010571306,0.039907943,0.028628511,0.021597834,0.023696922,0.029943602,0.018866492,0.06497054,0.017247919,0.027616903
1.0,8.715306,3.7376697,1.0402768,0.4813028012449978,0.18191177,0.0936588,0.08369848,0.002529791,0.0027899065,0.0023847267,11.500113744242892,0.2676087709746077,0.049568746,0.0968048,0.2844001,0.00291397,0.007572934,0.042354215,0.04457358,0.015349168,0.018601973,0.04479382,0.024531562,0.059024837,0.019059397,0.035103176
1.0,10.759255,3.703768,0.94000727,0.46745439469320066,0.5587609,0.2915123,0.035909418,0.0028859868,0.002441957,0.0016817993,10.737526471793554,0.6830552133497592,0.10646333,0.03666772,0.21309562,0.002587567,0.0030609025,0.008961817,0.052666456,0.015083622,0.00952982,0.09397286,0.058094036,0.040675294,0.009813821,0.03733039
1.0,11.244101,3.7352858,1.0919234,0.46683251477886206,0.5587609,0.2915123,0.035909418,0.003194286,0.0024893887,0.0011565341,10.565040861504896,0.6996383183462189,0.13813269,0.032637395,0.17668758,0.00035577192,0.002790001,0.0045688604,0.06514371,0.01625316,0.0033142965,0.114914335,0.047579814,0.058721095,0.016440408,0.04211216
1.0,11.359626,3.7400477,1.0818052,0.44975192139313164,0.5587609,0.2915123,0.035909418,0.0032304942,0.0024506275,0.0011992898,10.505861744654162,0.6505926549646998,0.11598277,0.030437393,0.17101823,0.0007419446,0.0007419446,0.008073064,0.067534626,0.015881147,0.002137507,0.09472159,0.050522894,0.054886237,0.015262861,0.044446014
1.0,10.523424,3.7471483,1.0577903,0.47237025922284887,0.5587609,0.2915123,0.035909418,0.0032620167,0.0021503596,0.0011879754,10.443192135852495,0.7295246942251122,0.1559538,0.027177755,0.18403897,0.00086403266,0.001099678,0.0039666956,0.036642842,0.01276412,0.0020815332,0.11931506,0.030476788,0.0562014,0.007147907,0.042651795
1.0,10.934845,3.7658405,1.068153,0.48153108698717045,0.5587609,0.2915123,0.035909418,0.0033011418,0.0023076744,0.001337469,10.542468895852291,0.6819410562405221,0.13437478,0.029939909,0.17542256,0.0021787258,0.0026706962,0.0057279402,0.054924976,0.014548265,0.003092385,0.097761534,0.045507256,0.055030398,0.020487051,0.04181748
1.0,11.408395,3.7704594,1.1184149,0.45990683131397425,0.5587609,0.2915123,0.035909418,0.0029947078,0.0024446745,0.001319256,10.6251250034957,0.6747316718209933,0.1112572,0.03198257,0.16486968,0.001641751,0.0020206165,0.003962303,0.07051636,0.021721628,0.0053041186,0.090690956,0.043758977,0.05034177,0.0068827253,0.043964196
1.0,11.11116,3.7819142,1.0986123,0.4724586350901306,0.5587609,0.2915123,0.035909418,0.003037744,0.0023933498,0.0011851774,10.590968711469447,0.6610608506325313,0.1256011,0.031308066,0.17142515,0.0010589199,0.0010589199,0.0101496475,0.06795069,0.01424547,0.0020778805,0.09800004,0.050888095,0.050188806,0.010189607,0.04537372
1.0,11.233173,3.744787,1.10194,0.47139988491844476,0.5587609,0.2915123,0.035909418,0.003418979,0.0021482673,0.0011991968,10.705825404334252,0.6618094953717527,0.13333099,0.03720962,0.18655641,0.003321077,0.0017960926,0.007455479,0.055323042,0.017960927,0.0032533,0.102326445,0.043021504,0.07253842,0.015232899,0.03634546
1.0,10.986705,3.7977338,1.0986123,0.4794764290827283,0.5587609,0.2915123,0.035909418,0.0031496063,0.002299417,0.0013905307,10.572162721171585,0.6786596119929453,0.13162158,0.032334674,0.18612227,0.00024357569,0.0018572647,0.0052064303,0.038241383,0.015649738,0.007337718,0.09347217,0.045731336,0.057392523,0.01613689,0.030599196
1.0,10.7055855,3.7518542,1.0715836,0.46865332719015335,0.5587609,0.2915123,0.035909418,0.0031529323,0.0023902454,0.0014789706,10.591396035047872,0.6460252935862691,0.11180073,0.039163012,0.17116873,0.0007640361,0.001281609,0.004239168,0.059890572,0.021836644,0.0026371568,0.0918815,0.058165327,0.057302706,0.016981319,0.043426827
1.0,9.991993,3.706228,0.96317434,0.4946394621822387,0.5587609,0.2915123,0.035909418,0.003100292,0.0026712532,0.0021081516,11.178724646724019,0.44857889998713935,0.09967525,0.082747765,0.2515089,0.011954398,0.0076974663,0.036183923,0.039362043,0.011866927,0.012595854,0.075050294,0.038370702,0.07741202,0.017086042,0.03431787
1.0,10.844891,3.8480177,0.97832614,0.46272162448855886,0.5587609,0.2915123,0.035909418,0.003196065,0.0026592412,0.0017106128,11.033969886322664,0.6264834986181109,0.08829423,0.07505008,0.25476235,0.00449827,0.0068293572,0.020633765,0.05150246,0.016190128,0.007830996,0.09229649,0.038535785,0.059825167,0.009870698,0.04439993
1.0,10.716455,3.8177123,0.90421814,0.47329920535800063,0.5587609,0.2915123,0.035909418,0.0028884346,0.0024518617,0.0023911998,11.315729835576818,0.571778774289985,0.07815982,0.11209561,0.30078015,0.0066345385,0.018952737,0.03284853,0.051563546,0.012577529,0.008493073,0.08940419,0.032567587,0.048754133,0.012750416,0.019168846
1.0,7.139819,3.634951,0.84156716,0.44011512065530217,0.5587609,0.2915123,0.035909418,0.0022780607,0.002740757,0.002915652,11.515362493003646,0.21523472099202834,0.07128625,0.16378994,0.37128168,0.0066103563,0.00734484,0.033786263,0.017627617,0.021300036,0.057656996,0.05104664,0.012118987,0.046639737,0.04223283,0.008446566
1.0,9.511711,3.706228,0.9932518,0.49020759447920664,0.5587609,0.2915123,0.035909418,0.002526147,0.0027716914,0.002463575,11.404761021979668,0.31229575163398693,0.06451466,0.09597112,0.27132785,0.0024520655,0.010489391,0.030037804,0.036372304,0.019241903,0.013520417,0.065660864,0.025678575,0.0582025,0.02186425,0.034805708
1.0,10.448056,3.8458831,1.137833,0.45023039595481795,0.5587609,0.2915123,0.035909418,0.0027966944,0.0027942476,0.0018172056,11.10260860613104,0.5055602810068361,0.10716538,0.0620969,0.23246028,0.0014944156,0.0036180587,0.025975304,0.095898226,0.01818861,0.0064102565,0.05946201,0.03753736,0.05519506,0.016812176,0.031834986
1.0,10.659358,3.8286414,1.0224509,0.4826904729453455,0.5587609,0.2915123,0.035909418,0.0031264236,0.0023951011,0.0017217041,10.79098778694702,0.6254719721173395,0.11752876,0.058150537,0.20947294,0.0022415977,0.0032605056,0.017248657,0.056971513,0.015167174,0.00307128,0.102895156,0.034817543,0.0675536,0.013304028,0.03625857
1.0,11.105256,3.8177123,1.0952734,0.4717282408540119,0.5587609,0.2915123,0.035909418,0.0033005395,0.0024716381,0.00135416,10.763356070097183,0.6986828652192217,0.14020121,0.04377168,0.18856515,0.0016113438,0.0020473546,0.012435784,0.06733522,0.01421774,0.005895623,0.1353908,0.050463498,0.06813141,0.0122083,0.047392465
1.0,10.2808275,3.8088822,1.1631508,0.457922419460881,0.5587609,0.2915123,0.035909418,0.0026695705,0.002748329,0.0021838702,11.22207838917529,0.46449359720605354,0.08793693,0.067189224,0.24722688,0.0012279481,0.0053211083,0.032642953,0.069542795,0.017088944,0.0088821575,0.06931767,0.045700137,0.04952724,0.021816544,0.036204003
1.0,9.252758,3.8088822,0.89199805,0.47882401315789475,0.5587609,0.2915123,0.035909418,0.002828262,0.0028618423,0.0023787008,11.180678290191572,0.4922702547953049,0.08546891,0.099450886,0.24944071,0.005389465,0.009151922,0.026642261,0.048911937,0.015253203,0.0030506407,0.072605245,0.048606873,0.09650193,0.012507627,0.04575961
1.0,9.043081,3.7977338,0.7839016,0.46424682395644284,0.5587609,0.2915123,0.035909418,0.0024559891,0.0022481852,0.0031166063,11.584846046528515,0.44223436050705967,0.047158983,0.12484468,0.33009282,0.014691909,0.020027775,0.071339816,0.031795923,0.012937651,0.007017031,0.033184707,0.028872158,0.03128426,0.0065784664,0.017834954
1.0,11.102081,3.8066626,1.137833,0.4876240496779061,0.5587609,0.2915123,0.035909418,0.0030891998,0.0023128374,0.0016024896,10.676508195679236,0.6649053110656844,0.1504345,0.029428547,0.19245963,0.0009655899,0.0026992627,0.008185569,0.044877984,0.014878863,0.003225948,0.11178897,0.038996663,0.08742978,0.014571629,0.03800913
1.0,10.219557,3.8110971,1.0919234,0.44764996561705395,0.5587609,0.2915123,0.035909418,0.002867058,0.0025377814,0.0019260846,10.935781960166588,0.5080361847883366,0.06881088,0.053012453,0.20873202,0.0013223061,0.0030773669,0.01408857,0.05743617,0.017262105,0.011203539,0.054022215,0.027888637,0.046328798,0.015194499,0.046785593
1.0,9.601192,3.6532524,1.0402768,0.46874793742987264,0.28113464,0.17356813,0.24963786,0.0027813346,0.0026064285,0.0028037755,11.588329739418105,0.2206618464961068,0.04015726,0.1122894,0.30832508,0.0040634293,0.011694747,0.07958375,0.035381567,0.013478692,0.011000991,0.02814668,0.007631318,0.04380575,0.027452923,0.044400398
1.0,9.134344,3.5779479,0.81536484,0.5105365312629974,0.28113464,0.17356813,0.24963786,0.004151879,0.0025055455,0.0014435741,11.470842258790135,0.7622303352140724,0.08777473,0.16253933,0.28458065,0.001824235,0.020385826,0.025676107,0.027682766,0.008619511,0.0023715054,0.06621973,0.028503671,0.054955076,0.009896475,0.023487026
1.0,10.673943,3.6712246,0.896088,0.49334361194295373,0.28113464,0.17356813,0.24963786,0.0045023276,0.0022468646,0.0015500934,11.320650537318485,0.7153370937416063,0.12394223,0.14082481,0.3051269,0.005169666,0.017335873,0.018229876,0.017374743,0.013371167,0.007773934,0.10541455,0.04116298,0.05570024,0.0060636685,0.022544408
1.0,10.893059,3.6506581,0.85441536,0.5008675991166264,0.28113464,0.17356813,0.24963786,0.0047239456,0.002298086,0.0015574719,11.308505527654122,0.7231740704760222,0.12932485,0.14975059,0.32725915,0.011944756,0.017068785,0.023550171,0.02131053,0.0044792835,0.0041738776,0.09549017,0.037157692,0.05049374,0.012623435,0.033933964
1.0,11.128586,3.6454499,0.8109302,0.49434402332361516,0.28113464,0.17356813,0.24963786,0.0036862972,0.0027747327,0.0019354713,11.294595310651548,0.7117225681194349,0.14674442,0.14226137,0.31204712,0.00510869,0.013553667,0.026064744,0.020956054,0.005942762,0.0031277693,0.10290361,0.042068496,0.05953188,0.012511077,0.037689622
1.0,10.023911,3.6913764,0.896088,0.5030036472859901,0.28113464,0.17356813,0.24963786,0.0043298113,0.0024487772,0.001682847,11.394761106619587,0.6447964858170943,0.09057728,0.14761566,0.35533807,0.011637011,0.014412811,0.021352313,0.021245552,0.0053380784,0.00430605,0.075516015,0.02747331,0.056085408,0.011281139,0.034412812
1.0,10.699733,3.6480575,0.8458683,0.49360524544389317,0.28113464,0.17356813,0.24963786,0.0043536685,0.0023026103,0.0017523872,11.271847041019651,0.7135530137981119,0.10600205,0.1318194,0.3197393,0.011152916,0.018106692,0.024086267,0.024187047,0.003997581,0.004703037,0.09997313,0.029629132,0.055529427,0.015251276,0.03241736
1.0,10.586486,3.4843123,0.7371641,0.48471093737380266,0.19292745,0.30562526,0.11832701,0.0041150437,0.002421051,0.0015860888,12.079312561477552,0.6859494380365202,0.06303326,0.22927801,0.33106983,0.01125909,0.0691536,0.031849645,0.012901954,0.0063305004,0.0015990537,0.022036275,0.016735302,0.014479103,0.0027381056,0.004512398
1.0,10.488284,3.8199077,0.9932518,0.4351419284370106,0.19292745,0.30562526,0.11832701,0.0026722287,0.00264183,0.0023134928,11.053758902024423,0.6052015064796418,0.0967673,0.05963785,0.23885453,0.0028293116,0.005092761,0.031849965,0.09821753,0.021563398,0.013459439,0.060385596,0.046663433,0.060789783,0.017865082,0.03585142
1.0,10.831064,3.7352858,1.1939225,0.4994254022184471,0.19292745,0.30562526,0.11832701,0.0026968622,0.0023244978,0.0019606275,11.149369759939274,0.531014711904987,0.084263414,0.07387177,0.26150405,0.002499345,0.002519501,0.019349767,0.049362063,0.0048172856,0.005361498,0.07107008,0.035938162,0.08112793,0.013968113,0.03932437
